Country;Year;Food Category;Total Waste (Tons);Economic Loss (Million $);Avg Waste per Capita (Kg);Population (Million);Household Waste (%);Economic Loss per Ton ($);Year Category
Argentina;2024;Prepared Food;2378108;2051847;9572;22058;6252; 8.628.064.831.370.150,00 ;2022-2024
China;2024;Bakery Items;2089845;1803566;8524;103791;6963; 8.630.142.426.830.700,00 ;2022-2024
South Korea;2023;Beverages;1231788;106325;18606;99341;4245; 8.631.761.309.576.000,00 ;2022-2024
Argentina;2021;Dairy Products;284354;245458;14699;32019;700; 8.632.127.559.309.870,00 ;2018-2021
UK;2024;Prepared Food;3820678;3298114;6526;98118;6186; 8.632.274.167.045.740,00 ;2022-2024
Mexico;2023;Grains & Cereals;180734;156033;12317;2246;3431; 8.633.295.340.113.090,00 ;2022-2024
Italy;2018;Meat & Seafood;2663883;2300329;749;86662;5498; 8.635.247.869.369.640,00 ;2018-2021
Italy;2023;Beverages;1171416;101160;10342;9189;3139; 8.635.702.431.928.540,00 ;2022-2024
Japan;2022;Frozen Food;410259;354379;4995;121943;3379; 8.637.933.598.044.160,00 ;2022-2024
Germany;2023;Prepared Food;3505175;3027911;11721;3735;3426; 8.638.401.791.636.650,00 ;2022-2024
Turkey;2023;Frozen Food;2285353;1974352;11802;121984;4811; 8.639.155.526.520.410,00 ;2022-2024
Turkey;2021;Grains & Cereals;4045479;3495062;4227;113599;6663; 8.639.426.876.273.490,00 ;2018-2021
Turkey;2021;Grains & Cereals;2599494;2246146;10081;90011;6881; 8.640.704.690.989.860,00 ;2018-2021
Spain;2020;Prepared Food;1677054;1449263;13148;3808;4697; 8.641.719.348.333.450,00 ;2018-2021
France;2021;Grains & Cereals;4212664;3640675;1443;113846;4126; 8.642.215.472.204.760,00 ;2018-2021
France;2020;Beverages;4627717;3999542;952;104746;5796; 8.642.581.212.291.070,00 ;2018-2021
Germany;2019;Fruits & Vegetables;353685;30572;4825;11382;6644; 8.643.849.753.311.560,00 ;2018-2021
South Africa;2022;Frozen Food;2009178;173678;1564;135595;6567; 8.644.231.621.090.810,00 ;2022-2024
Saudi Arabia;2023;Grains & Cereals;4437696;3836599;12678;139567;3304; 8.645.475.039.299.670,00 ;2022-2024
Indonesia;2020;Meat & Seafood;156207;135058;13114;9566;6996; 8.646.091.404.354.480,00 ;2018-2021
Mexico;2023;Frozen Food;2421815;2094125;14337;125871;3681; 8.646.923.897.985.600,00 ;2022-2024
Japan;2018;Frozen Food;3945993;3412118;9762;85169;603; 8.647.045.243.111.180,00 ;2018-2021
Turkey;2020;Beverages;3368483;2913281;16619;118878;6955; 8.648.643.914.783.000,00 ;2018-2021
USA;2019;Meat & Seafood;4215948;3646689;15867;63367;6018; 8.649.748.526.310.100,00 ;2018-2021
Mexico;2019;Frozen Food;399322;345443;15118;15771;4383; 8.650.738.000.911.540,00 ;2018-2021
China;2018;Meat & Seafood;1215907;1051883;826;66032;6164; 8.651.015.250.343.980,00 ;2018-2021
UK;2018;Beverages;653401;565364;14044;6284;4827; 8.652.634.446.534.360,00 ;2018-2021
Argentina;2021;Fruits & Vegetables;2499917;2163122;6068;42712;6602; 8.652.775.272.139.040,00 ;2018-2021
Canada;2020;Beverages;2046758;1771061;1616;72369;4141; 8.653.006.364.211.110,00 ;2018-2021
Brazil;2019;Bakery Items;515483;44606;2411;70492;5541; 8.653.243.656.919.820,00 ;2018-2021
UK;2018;Prepared Food;2864581;2479178;5739;131939;4558; 8.654.592.067.740.450,00 ;2018-2021
India;2023;Meat & Seafood;3419437;295990;10029;70957;433; 8.656.103.329.290.760,00 ;2022-2024
Brazil;2022;Prepared Food;1881431;1628636;8987;138749;3571; 8.656.368.476.973.110,00 ;2022-2024
Brazil;2022;Fruits & Vegetables;1610193;1394175;5926;84977;6466; 8.658.434.113.177.740,00 ;2022-2024
Australia;2024;Beverages;1562762;1353211;5623;100243;369; 8.659.098.442.373.180,00 ;2022-2024
Russia;2021;Grains & Cereals;2916774;2525869;16065;127895;5946; 8.659.803.604.941.620,00 ;2018-2021
France;2020;Dairy Products;610315;528627;10548;99877;4434; 8.661.543.629.109.560,00 ;2018-2021
Turkey;2024;Frozen Food;4964044;4300221;14797;119999;6646; 8.662.737.477.750.000,00 ;2022-2024
UK;2022;Meat & Seafood;2052029;1777685;19594;87838;6568; 8.663.059.830.051.130,00 ;2022-2024
Japan;2021;Dairy Products;366692;3177148;14211;35457;5663; 8.664.350.463.058.920,00 ;2018-2021
Brazil;2018;Bakery Items;2389165;2070181;9924;111173;5882; 8.664.872.455.439.450,00 ;2018-2021
UK;2019;Dairy Products;1123621;97368;3281;58889;4486; 8.665.555.378.548.460,00 ;2018-2021
Argentina;2024;Fruits & Vegetables;343775;2979503;11944;79096;306; 8.667.014.762.562.720,00 ;2022-2024
USA;2019;Frozen Food;4388915;3803916;12476;92637;5384; 8.667.098.815.994.390,00 ;2018-2021
France;2020;Dairy Products;1552169;1345346;4646;31437;3949; 8.667.522.673.110.980,00 ;2018-2021
Brazil;2022;Bakery Items;4944291;4286687;6915;14479;3758; 8.669.973.106.356.400,00 ;2022-2024
Australia;2020;Prepared Food;1611896;1397813;9751;10597;461; 8.671.856.000.635.280,00 ;2018-2021
South Africa;2023;Grains & Cereals;2275614;1973392;14048;96539;3542; 8.671.910.086.684.300,00 ;2022-2024
France;2022;Meat & Seafood;4526466;3925392;6204;109428;6398; 8.672.089.882.040.420,00 ;2022-2024
Spain;2021;Grains & Cereals;3699775;3208561;13283;32822;6678; 8.672.313.856.923.730,00 ;2018-2021
Australia;2018;Beverages;4977891;4316998;3684;45889;643; 8.672.343.367.904.200,00 ;2018-2021
South Africa;2021;Meat & Seafood;1794249;1556093;13193;82752;5289; 8.672.670.292.696.270,00 ;2018-2021
Saudi Arabia;2019;Prepared Food;1534042;1330464;12603;94544;6232; 8.672.930.728.102.620,00 ;2018-2021
Italy;2023;Bakery Items;474307;411413;11416;34464;5784; 8.673.981.197.831.780,00 ;2022-2024
Germany;2021;Meat & Seafood;15800;13707;425;79776;6963; 8.675.316.455.696.200,00 ;2018-2021
Turkey;2020;Fruits & Vegetables;3583842;3109149;9854;122647;6322; 8.675.463.371.432.110,00 ;2018-2021
Turkey;2021;Beverages;3083413;2675037;8668;16097;3415; 8.675.571.517.665.650,00 ;2018-2021
Argentina;2023;Dairy Products;4800892;4165109;11544;114021;4533; 8.675.698.182.754.370,00 ;2022-2024
Turkey;2018;Grains & Cereals;3096961;2687186;18241;30919;3385; 8.676.848.045.551.750,00 ;2018-2021
UK;2023;Prepared Food;615859;534453;5296;27103;3915; 8.678.171.464.572.250,00 ;2022-2024
China;2024;Frozen Food;1065269;92448;11205;9641;4427; 8.678.371.378.496.890,00 ;2022-2024
Russia;2021;Prepared Food;4554905;3953164;12217;67852;3572; 8.678.916.464.778.080,00 ;2018-2021
France;2021;Dairy Products;2839492;2464517;9405;34678;6005; 8.679.429.278.194.830,00 ;2018-2021
USA;2019;Dairy Products;419406;364051;18766;33753;4865; 8.680.157.174.670.840,00 ;2018-2021
Mexico;2019;Beverages;1710877;1485749;10322;62033;5425; 8.684.136.849.113.060,00 ;2018-2021
South Africa;2023;Frozen Food;430038;3734825;11674;71168;549; 8.684.872.034.564.390,00 ;2022-2024
Indonesia;2022;Bakery Items;2521813;2191121;15717;115171;6583; 8.688.673.585.234.110,00 ;2022-2024
Italy;2023;Dairy Products;288514;2507678;7323;68937;4197; 8.691.703.002.280.650,00 ;2022-2024
Russia;2022;Fruits & Vegetables;406693;353525;3409;76398;4821; 8.692.674.818.597.810,00 ;2022-2024
Canada;2023;Meat & Seafood;163547;1421816;2929;129616;6124; 8.693.623.239.802.620,00 ;2022-2024
Spain;2019;Frozen Food;2799924;2434531;355;32139;4114; 8.694.989.578.288.550,00 ;2018-2021
UK;2020;Bakery Items;317133;2757698;18798;13267;4688; 8.695.714.416.348.980,00 ;2018-2021
Russia;2022;Prepared Food;1291429;1123379;19073;110196;6818; 8.698.728.307.944.140,00 ;2022-2024
Japan;2020;Dairy Products;1517646;1320209;6383;16207;4396; 8.699.057.619.497.560,00 ;2018-2021
India;2020;Frozen Food;1105755;962062;16966;61227;466; 8.700.498.754.244.840,00 ;2018-2021
USA;2022;Grains & Cereals;4762336;4144021;6362;101766;3688; 8.701.656.078.025.570,00 ;2022-2024
Germany;2024;Prepared Food;4503872;3919125;17927;134945;6893; 8.701.679.355.008.310,00 ;2022-2024
UK;2022;Frozen Food;4933757;4293492;10354;48265;3202; 8.702.276.986.888.490,00 ;2022-2024
Brazil;2020;Prepared Food;3750184;3263808;14976;24181;5474; 8.703.060.969.808.420,00 ;2018-2021
Russia;2021;Frozen Food;1383333;1203953;12484;37744;6818; 8.703.276.795.970.310,00 ;2018-2021
Indonesia;2022;Beverages;136776;1190454;2695;23604;5438; 8.703.676.083.523.420,00 ;2022-2024
UK;2021;Frozen Food;4306952;3748826;2925;100224;5658; 8.704.127.652.223.660,00 ;2018-2021
China;2022;Beverages;4581797;3988348;10908;57572;6544; 8.704.768.020.058.500,00 ;2022-2024
China;2024;Frozen Food;4457172;3879941;6452;2652;3646; 8.704.938.916.425.030,00 ;2022-2024
France;2019;Fruits & Vegetables;2842269;2474799;6673;26549;4164; 8.707.124.483.995.010,00 ;2018-2021
Germany;2020;Beverages;3117813;2715005;12051;106511;5209; 8.708.043.105.856.570,00 ;2018-2021
Mexico;2022;Frozen Food;1053007;917297;1369;5117;5572; 8.711.214.645.296.750,00 ;2022-2024
Italy;2024;Meat & Seafood;2653304;2311707;11072;18941;6245; 8.712.559.887.596.750,00 ;2022-2024
Germany;2020;Bakery Items;4386624;3822646;8605;27333;5377; 8.714.323.361.199.870,00 ;2018-2021
Brazil;2018;Bakery Items;2002285;1744905;17255;80604;6622; 8.714.568.605.368.370,00 ;2018-2021
South Africa;2024;Prepared Food;3432378;2991405;908;80277;6426; 8.715.255.137.983.050,00 ;2022-2024
Germany;2022;Grains & Cereals;2999364;2614371;1709;139533;3097; 8.716.417.880.590.680,00 ;2022-2024
India;2020;Prepared Food;1990099;1734864;2272;74068;545; 8.717.475.864.266.050,00 ;2018-2021
Russia;2019;Fruits & Vegetables;69949;60987;5234;5137;5699; 8.718.780.826.030.390,00 ;2018-2021
Japan;2020;Prepared Food;117538;10251;8009;76516;4182; 8.721.434.770.031.820,00 ;2018-2021
Mexico;2023;Prepared Food;4291538;3742973;2655;120298;4684; 8.721.751.968.641.540,00 ;2022-2024
South Korea;2019;Frozen Food;1923185;1677379;7091;123548;5695; 8.721.880.630.308.580,00 ;2018-2021
Indonesia;2019;Meat & Seafood;3607305;3146371;16916;127981;6087; 8.722.220.605.133.190,00 ;2018-2021
Mexico;2023;Meat & Seafood;2686108;2343221;10789;85388;5524; 8.723.480.217.474.500,00 ;2022-2024
Brazil;2019;Prepared Food;4607787;4019725;10327;63596;6673; 8.723.764.792.079.150,00 ;2018-2021
Mexico;2024;Beverages;3600536;3141097;11178;12003;5935; 8.723.970.542.163.720,00 ;2022-2024
Indonesia;2018;Beverages;3020643;2635924;9282;9954;3844; 8.726.367.200.625.830,00 ;2018-2021
Brazil;2024;Bakery Items;2798795;2442779;6628;9178;4346; 8.727.966.857.165.320,00 ;2022-2024
Japan;2022;Meat & Seafood;1638781;1430693;222;3372;4081; 8.730.226.918.666.980,00 ;2022-2024
Australia;2020;Dairy Products;2560225;2235388;11849;74989;639; 8.731.216.982.882.360,00 ;2018-2021
Germany;2022;Beverages;4845651;4231126;19189;37023;5762; 8.731.800.948.933.380,00 ;2022-2024
Japan;2020;Fruits & Vegetables;210729;1840317;8201;133312;3278; 8.733.097.959.939.070,00 ;2018-2021
UK;2020;Dairy Products;2032978;1775581;625;5124;6745; 8.733.891.857.167.170,00 ;2018-2021
Canada;2022;Bakery Items;3226614;2818203;6243;61872;6101; 8.734.242.769.665.040,00 ;2022-2024
Saudi Arabia;2022;Grains & Cereals;4722615;4125203;19294;138529;3821; 8.734.997.453.741.200,00 ;2022-2024
Mexico;2024;Beverages;4369676;3816941;10485;11535;420; 8.735.066.398.515.590,00 ;2022-2024
South Africa;2020;Frozen Food;631027;551232;17204;55269;3553; 8.735.474.076.386.590,00 ;2018-2021
South Korea;2022;Dairy Products;3060913;2674135;8704;23166;4259; 8.736.396.624.144.490,00 ;2022-2024
Germany;2019;Grains & Cereals;4204314;3673488;6668;138397;6151; 8.737.425.415.894.250,00 ;2018-2021
France;2020;Bakery Items;2492716;2178999;4866;59702;6344; 8.741.465.132.810.960,00 ;2018-2021
Saudi Arabia;2024;Prepared Food;3308577;2892313;3771;55245;3896; 8.741.863.949.365.540,00 ;2022-2024
Argentina;2019;Frozen Food;3213075;2809189;12623;130947;3968; 8.742.992.304.879.280,00 ;2018-2021
Japan;2018;Bakery Items;74998;655721;14724;60102;6967; 8.743.179.818.128.480,00 ;2018-2021
France;2023;Beverages;4681503;4094121;14409;5496;5611; 8.745.313.203.900.540,00 ;2022-2024
South Africa;2019;Bakery Items;1331616;1164755;14489;89832;3234; 8.746.928.543.964.630,00 ;2018-2021
Saudi Arabia;2022;Beverages;1400907;1225659;14534;128428;5062; 8.749.039.015.437.860,00 ;2022-2024
UK;2023;Beverages;1847747;1616926;18968;11627;6214; 8.750.797.592.960.510,00 ;2022-2024
Brazil;2019;Grains & Cereals;4284914;3749668;1033;23931;4624; 8.750.859.410.480.580,00 ;2018-2021
USA;2021;Prepared Food;97496;853314;8877;132124;4988; 8.752.297.530.155.080,00 ;2018-2021
Turkey;2024;Meat & Seafood;4153444;3635589;6184;128008;5948; 8.753.191.327.486.300,00 ;2022-2024
Mexico;2018;Meat & Seafood;2040963;1786636;13461;42284;6048; 8.753.887.258.122.760,00 ;2018-2021
France;2018;Beverages;476691;4173357;6436;47747;6551; 8.754.847.479.813.970,00 ;2018-2021
Saudi Arabia;2023;Frozen Food;1344893;1177496;9943;25036;6827; 8.755.313.619.745.210,00 ;2022-2024
Japan;2018;Meat & Seafood;1056989;925497;8236;131101;3538; 8.755.975.700.787.800,00 ;2018-2021
France;2023;Fruits & Vegetables;4629969;4055122;12019;95305;3191; 8.758.421.492.670.900,00 ;2022-2024
Australia;2020;Fruits & Vegetables;1463132;1281496;15852;48953;3007; 8.758.580.907.259.220,00 ;2018-2021
Mexico;2022;Dairy Products;2168639;1899742;8269;44006;6418; 8.760.065.644.858.360,00 ;2022-2024
Brazil;2024;Grains & Cereals;3942056;3454101;6563;51373;5649; 8.762.181.460.638.810,00 ;2022-2024
Australia;2023;Dairy Products;2654708;2326113;17471;11421;621; 8.762.217.916.245.400,00 ;2022-2024
UK;2020;Fruits & Vegetables;4889607;4285511;7511;48341;5211; 8.764.530.564.521.850,00 ;2018-2021
France;2020;Beverages;3839545;3365674;7304;54143;4638; 8.765.814.699.397.970,00 ;2018-2021
India;2019;Frozen Food;2175505;1907082;1457;12242;4411; 8.766.157.742.685.030,00 ;2018-2021
UK;2020;Prepared Food;4977269;4364469;3999;9255;3421; 8.768.802.730.975.560,00 ;2018-2021
Italy;2022;Bakery Items;431086;3780892;1552;41448;5987; 8.770.621.175.357.120,00 ;2022-2024
India;2024;Prepared Food;2686061;2355894;11056;127708;4086; 8.770.813.469.984.490,00 ;2022-2024
UK;2019;Bakery Items;1118867;981362;10052;62346;5586; 8.771.033.554.479.670,00 ;2018-2021
Mexico;2020;Prepared Food;4520374;3965123;14969;42211;4633; 8.771.670.220.207.440,00 ;2018-2021
Spain;2021;Dairy Products;1490488;1307499;17552;51182;4184; 8.772.288.002.318.700,00 ;2018-2021
France;2022;Prepared Food;3738457;3279585;19877;112595;3005; 8.772.563.118.955.230,00 ;2022-2024
Spain;2020;Dairy Products;647912;568401;1285;122788;3148; 8.772.811.739.865.910,00 ;2018-2021
Saudi Arabia;2018;Fruits & Vegetables;4325842;3795098;5635;133974;614; 8.773.085.101.120.200,00 ;2018-2021
Saudi Arabia;2018;Prepared Food;4097671;3595012;15023;61305;4948; 8.773.305.616.775.970,00 ;2018-2021
India;2023;Frozen Food;4428499;3886106;5128;90833;5569; 8.775.221.581.849.740,00 ;2022-2024
Argentina;2018;Bakery Items;99215;87066;12551;10362;6053; 8.775.487.577.483.240,00 ;2018-2021
Germany;2023;Beverages;1355215;1189572;16463;113579;5647; 8.777.736.373.933.290,00 ;2022-2024
Mexico;2024;Meat & Seafood;81685;71712;10896;91684;3248; 8.779.090.408.275.690,00 ;2022-2024
Turkey;2024;Grains & Cereals;1439352;1263677;18958;4071;3149; 8.779.485.490.693.030,00 ;2022-2024
Indonesia;2020;Meat & Seafood;3290164;2888613;19165;105651;5132; 8.779.541.080.626.980,00 ;2018-2021
Canada;2018;Beverages;612034;537361;8365;13484;4175; 8.779.920.723.358.510,00 ;2018-2021
Australia;2021;Meat & Seafood;371444;326131;17097;23256;3718; 8.780.085.288.764.930,00 ;2018-2021
Spain;2020;Dairy Products;3253482;2856708;5541;54824;449; 8.780.463.515.704.100,00 ;2018-2021
Germany;2020;Fruits & Vegetables;3868187;339735;2775;105451;6491; 8.782.796.695.195.970,00 ;2018-2021
Indonesia;2019;Meat & Seafood;216384;1900722;5032;130874;6239; 8.784.022.848.269.740,00 ;2018-2021
Turkey;2023;Meat & Seafood;3900475;3426695;3061;73834;6558; 8.785.327.428.069.660,00 ;2022-2024
Australia;2019;Prepared Food;4721366;4147951;11967;63444;3396; 8.785.489.199.524.030,00 ;2018-2021
Russia;2020;Meat & Seafood;1016357;892928;4465;66706;5897; 8.785.574.360.190.370,00 ;2018-2021
Saudi Arabia;2020;Prepared Food;1427949;1254582;18348;5876;5588; 8.785.902.017.509.030,00 ;2018-2021
Australia;2024;Grains & Cereals;612827;53866;8795;25002;6031; 8.789.756.326.010.440,00 ;2022-2024
Italy;2024;Prepared Food;1821773;1601502;15548;10541;5731; 8.790.897.658.489.830,00 ;2022-2024
Russia;2020;Beverages;2990873;2629426;11077;18542;657; 8.791.500.006.854.190,00 ;2018-2021
Saudi Arabia;2024;Bakery Items;224793;1976833;1740;67027;3506; 8.794.014.938.187.580,00 ;2022-2024
Indonesia;2021;Fruits & Vegetables;3934887;3460837;13096;28367;5929; 8.795.264.006.310.730,00 ;2018-2021
South Korea;2024;Prepared Food;3570601;3140622;16259;127655;5651; 8.795.779.758.085.540,00 ;2022-2024
Argentina;2018;Beverages;3086997;2715297;810;63793;5346; 8.795.917.197.198.440,00 ;2018-2021
South Africa;2023;Beverages;838964;737973;15547;117212;5623; 8.796.241.555.060.770,00 ;2022-2024
South Africa;2023;Meat & Seafood;3711604;3264886;17779;37443;312; 8.796.428.713.839.080,00 ;2022-2024
Brazil;2019;Grains & Cereals;3972475;3494407;8338;7792;3568; 8.796.548.751.093.460,00 ;2018-2021
Spain;2020;Meat & Seafood;955041;840162;4794;100712;4435; 8.797.130.175.563.140,00 ;2018-2021
Germany;2018;Dairy Products;2242589;1972869;13985;57996;4513; 8.797.282.961.791.040,00 ;2018-2021
Japan;2023;Dairy Products;2337909;2057008;14142;57953;6032; 8.798.494.723.276.230,00 ;2022-2024
South Korea;2020;Grains & Cereals;324752;285734;13732;90091;4696; 8.798.529.339.311.230,00 ;2018-2021
UK;2023;Bakery Items;1801405;1585244;18034;94468;6114; 8.800.042.189.291.140,00 ;2022-2024
Mexico;2022;Frozen Food;472868;4161504;319;133397;4701; 8.800.561.678.946.340,00 ;2022-2024
Spain;2018;Meat & Seafood;3278258;2885082;5032;23761;3667; 8.800.655.714.101.820,00 ;2018-2021
Saudi Arabia;2019;Frozen Food;4528257;3985328;15143;82824;4618; 8.801.019.906.776.490,00 ;2018-2021
Germany;2021;Fruits & Vegetables;3910904;3442629;5196;39543;5679; 8.802.642.560.390.130,00 ;2018-2021
Germany;2023;Beverages;2134053;1878762;12091;120398;4427; 8.803.726.992.722.300,00 ;2022-2024
South Africa;2018;Beverages;3885137;3420469;14905;2194;4167; 8.803.985.547.999.980,00 ;2018-2021
Germany;2024;Grains & Cereals;3197888;2816385;4076;95848;5934; 8.807.015.755.398.560,00 ;2022-2024
Mexico;2023;Beverages;2578128;2271609;10749;4745;6931; 8.811.079.201.653.290,00 ;2022-2024
Spain;2018;Prepared Food;1295096;1141342;3178;17412;4012; 8.812.798.433.475.200,00 ;2018-2021
China;2024;Prepared Food;347449;3062204;9846;5463;3422; 8.813.391.317.862.480,00 ;2022-2024
China;2020;Grains & Cereals;4941398;4355528;17155;66424;4765; 8.814.363.870.305.530,00 ;2018-2021
Argentina;2018;Grains & Cereals;1992311;175626;17348;7456;6487; 8.815.189.997.947.110,00 ;2018-2021
Mexico;2022;Meat & Seafood;1574378;1387875;11934;127698;3579; 8.815.386.139.796.160,00 ;2022-2024
Argentina;2019;Beverages;1608664;1418244;1981;46981;3058; 8.816.284.817.712.090,00 ;2018-2021
China;2023;Bakery Items;127277;1122147;13086;45911;558; 8.816.573.300.753.470,00 ;2022-2024
Japan;2022;Fruits & Vegetables;1637389;1444085;1181;124249;3201; 8.819.437.531.338.000,00 ;2022-2024
Brazil;2021;Prepared Food;1579282;1392846;19083;77744;4564; 8.819.488.856.328.380,00 ;2018-2021
Germany;2020;Dairy Products;922639;813732;3868;136041;3529; 8.819.614.171.956.750,00 ;2018-2021
China;2021;Meat & Seafood;403649;356008;8834;27931;6876; 8.819.741.904.476.410,00 ;2018-2021
Argentina;2022;Prepared Food;4907756;4329918;15778;75116;5834; 8.822.602.427.667.550,00 ;2022-2024
Spain;2022;Bakery Items;929742;820409;18511;6316;6639; 8.824.050.112.827.000,00 ;2022-2024
Turkey;2019;Meat & Seafood;4609327;4067522;11995;116254;4883; 8.824.546.403.412.040,00 ;2018-2021
India;2022;Bakery Items;2116963;186825;1468;59655;5059; 8.825.142.432.815.310,00 ;2022-2024
South Korea;2022;Bakery Items;4578618;4040974;18779;83326;4224; 8.825.750.477.545.840,00 ;2022-2024
Canada;2021;Bakery Items;256859;2267147;14124;127207;3392; 8.826.426.171.557.160,00 ;2018-2021
Indonesia;2021;Fruits & Vegetables;1546027;1364773;14085;20621;3225; 8.827.614.265.468.840,00 ;2018-2021
France;2022;Fruits & Vegetables;105083;92765;3001;1070;4922; 8.827.783.751.891.360,00 ;2022-2024
Australia;2020;Frozen Food;2974678;2626407;14632;112978;4959; 8.829.214.456.152.900,00 ;2018-2021
Australia;2023;Grains & Cereals;4181944;3692557;19626;81371;6798; 8.829.761.948.031.820,00 ;2022-2024
Turkey;2018;Fruits & Vegetables;3414508;3015214;1104;71468;3432; 8.830.595.798.867.650,00 ;2018-2021
Brazil;2021;Beverages;2236118;1974807;1128;110945;5915; 8.831.407.823.737.390,00 ;2018-2021
Brazil;2023;Meat & Seafood;83245;73525;9817;71886;4376; 8.832.362.304.042.280,00 ;2022-2024
