Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.346","E","Estimated value"
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.023","E","Estimated value"
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.945","E","Estimated value"
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.219","E","Estimated value"
"ET","Temperature change on land","308","Grenada","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.003","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.588","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.79","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.127","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.813","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.782","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.096","E","Estimated value"
"ET","Temperature change on land","312","Guadeloupe","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.563","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.893","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.405","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.692","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.421","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.095","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.769","E","Estimated value"
"ET","Temperature change on land","320","Guatemala","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.861","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.421","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.532","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.966","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.028","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.404","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.975","E","Estimated value"
"ET","Temperature change on land","831","Guernsey","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.892","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.222","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.438","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.503","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.776","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.405","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.683","E","Estimated value"
"ET","Temperature change on land","324","Guinea","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.845","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.176","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.497","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.798","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.779","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.481","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.788","E","Estimated value"
"ET","Temperature change on land","624","Guinea-Bissau","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.927","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.272","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.286","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.574","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.127","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.173","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.963","E","Estimated value"
"ET","Temperature change on land","328","Guyana","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.635","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.166","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.435","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.466","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.957","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.973","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.482","E","Estimated value"
"ET","Temperature change on land","332","Haiti","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.514","E","Estimated value"
